No.,Description,Product Group Code,Inventory Posting Group,Sales (Qty.),Sales (Qty.) - Year,Quantity on Hand,Unit Price
D5-72XBS3,5 inch 304 stainless dump stack 72 inch long,MUFFLER,PIPE,0,14,238,276.02
D5-84SBC,5 inch chrome dump stack 84 inch long,BATTERY,BATTERY,103,52,162,73.11
D5-84EXC,5 inch chrome dump stack 84 inch long,HARDWARE,PIPE,199,5,130,272.17
D5-84EXA,5 inch aluminized dump stack 84 inch long,HARDWARE,PIPE,127,83,61,437.38
D5-84EXSC,Dodge part / bracket,PIPE,PIPE,0,36,397,366.94
D5-84XBC,5 inch chrome dump stack 84 inch long,PIPE,PIPE,93,88,326,43.99
D5-84XBSC,Dodge part / bracket,ELBOW,PIPE,0,55,351,0.0
D5-84XBS3,5 inch 304 stainless dump stack 84 inch long,CHROME,PIPE,373,77,126,124.99
D5-96EXSC,Dodge part / bracket,MUFFLER,PIPE,298,116,216,0.0
D5-96EXS3,5 inch 304 stainless dump stack 96 inch long,HARDWARE,PIPE,145,37,76,281.02
D5-96XBS3,5 inch 304 stainless dump stack 96 inch long,PIPE,PIPE,0,83,5,283.65
D5-96XBS,5 inch stainless dump stack 96 inch long,HARDWARE,PIPE,492,82,153,106.05
D6-12SBS3,6 inch 304 stainless dump stack 12 inch long,ELBOW,PIPE,0,100,184,344.46
D6-12EXSC,Dodge part / bracket,HARDWARE,PIPE,0,85,196,299.09
D6-12EXS,6 inch stainless dump stack 12 inch long,HARDWARE,PIPE,352,20,274,224.77
D6-12XBC,6 inch chrome dump stack 12 inch long,BATTERY,BATTERY,319,58,32,235.62
D6-12XBA,6 inch aluminized dump stack 12 inch long,PIPE,PIPE,298,6,158,136.17
D6-18SBC,6 inch chrome dump stack 18 inch long,ELBOW,PIPE,428,15,294,185.7
D6-18SBA,6 inch aluminized dump stack 18 inch long,ELBOW,PIPE,0,2,305,0.0
D6-18EXC,6 inch chrome dump stack 18 inch long,CLAMP,PIPE,161,38,212,417.93
D6-18EXS3,6 inch 304 stainless dump stack 18 inch long,HARDWARE,PIPE,98,93,71,276.38
D6-18XBSC,Dodge part / bracket,PROPRIETAR,OBSOLETE,390,31,19,0.0
D6-18XBS,6 inch stainless dump stack 18 inch long,HARDWARE,PIPE,0,94,311,380.03
D6-24SBC,6 inch chrome dump stack 24 inch long,CLAMP,PIPE,591,19,162,234.46
D6-24SBS3,6 inch 304 stainless dump stack 24 inch long,HARDWARE,PIPE,0,114,166,326.53
D6-24SBS,6 inch stainless dump stack 24 inch long,PROPRIETAR,PIPE,359,39,43,0.0
D6-24EXC,6 inch chrome dump stack 24 inch long,PIPE,PIPE,571,2,298,380.2
D6-24EXSC,Dodge part / bracket,PIPE,PIPE,0,96,5,271.79
D6-24XBC,6 inch chrome dump stack 24 inch long,HARDWARE,PIPE,398,74,58,403.31
D6-24XBS3,6 inch 304 stainless dump stack 24 inch long,ELBOW,PIPE,0,54,299,285.92
D6-24XBS,6 inch stainless dump stack 24 inch long,HARDWARE,PIPE,41,40,93,79.58
D6-30SBC,6 inch chrome dump stack 30 inch long,ELBOW,PIPE,0,106,391,464.39
D6-30SBA,6 inch aluminized dump stack 30 inch long,HARDWARE,PIPE,336,89,380,0.0
D6-30SBS3,6 inch 304 stainless dump stack 30 inch long,PIPE,PIPE,267,70,185,162.85
D6-30SBS,6 inch stainless dump stack 30 inch long,CHROME,PIPE,462,64,230,465.22
D6-30EXC,6 inch chrome dump stack 30 inch long,CHROME,PIPE,71,88,294,446.1
D6-30EXS3,6 inch 304 stainless dump stack 30 inch long,CLAMP,PIPE,443,3,86,314.23
D6-30EXS,6 inch stainless dump stack 30 inch long,PROPRIETAR,PIPE,51,60,327,399.38
D6-30XBA,6 inch aluminized dump stack 30 inch long,PROPRIETAR,OBSOLETE,231,73,28,370.17
D6-30XBSC,Dodge part / bracket,CLAMP,PIPE,0,109,134,277.54
D6-36SBC,6 inch chrome dump stack 36 inch long,PIPE,PIPE,294,58,238,19.76
D6-36EXC,6 inch chrome dump stack 36 inch long,CLAMP,PIPE,570,61,310,0.0
D6-36EXA,6 inch aluminized dump stack 36 inch long,HARDWARE,PIPE,324,77,217,218.65
D6-36EXSC,Dodge part / bracket,PIPE,PIPE,456,95,20,75.03
D6-36XBSC,Dodge part / bracket,PIPE,PIPE,269,95,255,161.68
D6-36XBS3,6 inch 304 stainless dump stack 36 inch long,CLAMP,PIPE,215,117,322,325.28
D6-36XBS,6 inch stainless dump stack 36 inch long,ELBOW,PIPE,419,76,103,408.94
D6-42SBSC,Dodge part / bracket,ELBOW,PIPE,188,32,318,267.47
D6-42SBS3,6 inch 304 stainless dump stack 42 inch long,MUFFLER,PIPE,198,7,181,237.5
D6-42EXA,6 inch aluminized dump stack 42 inch long,CLAMP,PIPE,0,92,284,454.87
D6-42EXS,6 inch stainless dump stack 42 inch long,CLAMP,PIPE,127,106,309,187.94
D6-42XBC,6 inch chrome dump stack 42 inch long,MUFFLER,PIPE,125,14,122,0.0
D6-42XBA,6 inch aluminized dump stack 42 inch long,PIPE,PIPE,344,117,62,224.49
D6-48SBSC,Dodge part / bracket,ELBOW,PIPE,411,11,213,440.98
D6-48EXS,6 inch stainless dump stack 48 inch long,CHROME,PIPE,76,76,244,394.9
D6-48XBS3,6 inch 304 stainless dump stack 48 inch long,PIPE,PIPE,63,16,57,420.76
D6-54SBS3,6 inch 304 stainless dump stack 54 inch long,PIPE,PIPE,485,44,161,80.43
D6-54EXC,6 inch chrome dump stack 54 inch long,ELBOW,PIPE,288,21,244,0.0
D6-54EXA,6 inch aluminized dump stack 54 inch long,CHROME,PIPE,520,70,111,339.68
D6-60SBC,6 inch chrome dump stack 60 inch long,CLAMP,PIPE,21,120,359,233.86
D6-60EXS,6 inch stainless dump stack 60 inch long,CHROME,PIPE,282,9,226,226.61
D6-60XBA,6 inch aluminized dump stack 60 inch long,MUFFLER,PIPE,279,118,179,469.87
D6-60XBS3,6 inch 304 stainless dump stack 60 inch long,ELBOW,PIPE,0,14,91,60.22
D6-72SBC,6 inch chrome dump stack 72 inch long,CHROME,PIPE,317,36,58,54.33
D6-72SBA,6 inch aluminized dump stack 72 inch long,PROPRIETAR,PIPE,589,65,315,474.01
D6-72SBSC,Dodge part / bracket,ELBOW,PIPE,0,10,205,43.56
D6-72SBS3,6 inch 304 stainless dump stack 72 inch long,CHROME,PIPE,399,50,92,34.82
D6-72SBS,6 inch stainless dump stack 72 inch long,PIPE,PIPE,260,56,237,59.93
D6-72EXC,6 inch chrome dump stack 72 inch long,MUFFLER,PIPE,573,90,335,441.57
D6-72EXSC,Dodge part / bracket,CLAMP,PIPE,570,43,387,227.64
D6-72XBC,6 inch chrome dump stack 72 inch long,CLAMP,PIPE,411,24,249,74.7
D6-72XBA,6 inch aluminized dump stack 72 inch long,PIPE,PIPE,38,28,343,12.66
D6-72XBSC,Dodge part / bracket,MUFFLER,PIPE,500,115,238,108.72
D6-72XBS,6 inch stainless dump stack 72 inch long,PROPRIETAR,PIPE,225,30,63,349.47
D6-84SBC,6 inch chrome dump stack 84 inch long,PIPE,PIPE,378,42,151,375.49
D6-84SBS3,6 inch 304 stainless dump stack 84 inch long,PIPE,PIPE,383,112,106,341.14
D6-84EXS3,6 inch 304 stainless dump stack 84 inch long,MUFFLER,PIPE,0,34,316,0.0
D6-84XBC,6 inch chrome dump stack 84 inch long,HARDWARE,PIPE,397,116,75,0.0
D6-84XBSC,Dodge part / bracket,PROPRIETAR,OBSOLETE,172,86,332,107.73
D6-96SBA,6 inch aluminized dump stack 96 inch long,PIPE,PIPE,317,109,209,231.74
D6-96SBSC,Dodge part / bracket,PIPE,PIPE,566,94,119,191.59
D6-96EXC,6 inch chrome dump stack 96 inch long,PIPE,PIPE,0,116,68,225.48
D6-96EXA,6 inch aluminized dump stack 96 inch long,ELBOW,PIPE,178,77,266,331.01
D6-96EXSC,Dodge part / bracket,HARDWARE,PIPE,500,94,216,263.87
D6-96XBS3,6 inch 304 stainless dump stack 96 inch long,HARDWARE,PIPE,62,93,360,26.54
D6-96XBS,6 inch stainless dump stack 96 inch long,CHROME,PIPE,0,71,355,0.0
D7-12SBA,7 inch aluminized dump stack 12 inch long,MUFFLER,PIPE,66,114,127,469.64
D7-12SBS3,7 inch 304 stainless dump stack 12 inch long,MUFFLER,PIPE,525,34,297,372.74
D7-12EXS3,7 inch 304 stainless dump stack 12 inch long,CLAMP,PIPE,522,83,28,192.75
D7-12EXS,7 inch stainless dump stack 12 inch long,MUFFLER,PIPE,563,105,54,422.89
D7-12XBC,7 inch chrome dump stack 12 inch long,CLAMP,PIPE,423,36,396,475.04
D7-18SBSC,Dodge part / bracket,PIPE,PIPE,193,62,342,94.3
D7-18SBS3,7 inch 304 stainless dump stack 18 inch long,CHROME,PIPE,290,88,336,204.81
D7-18SBS,7 inch stainless dump stack 18 inch long,HARDWARE,PIPE,100,119,189,454.16
D7-18EXC,7 inch chrome dump stack 18 inch long,PIPE,PIPE,360,19,188,112.14
D7-18EXS3,7 inch 304 stainless dump stack 18 inch long,PIPE,PIPE,256,16,101,256.88
D7-18XBS3,7 inch 304 stainless dump stack 18 inch long,MUFFLER,PIPE,49,86,2,83.56
D7-18XBS,7 inch stainless dump stack 18 inch long,MUFFLER,PIPE,413,107,232,239.09
D7-24SBSC,Dodge part / bracket,MUFFLER,PIPE,53,13,350,411.83
D7-24EXS,7 inch stainless dump stack 24 inch long,PROPRIETAR,OBSOLETE,482,40,253,429.97
D7-24XBC,7 inch chrome dump stack 24 inch long,PIPE,PIPE,377,36,92,423.75
D7-24XBS,7 inch stainless dump stack 24 inch long,CHROME,PIPE,514,19,135,305.47
D7-30SBC,7 inch chrome dump stack 30 inch long,MUFFLER,PIPE,252,74,228,266.37
D7-30EXA,7 inch aluminized dump stack 30 inch long,BATTERY,BATTERY,465,44,172,380.52
D7-30EXSC,Dodge part / bracket,CLAMP,PIPE,257,29,383,0.0
D7-30XBS3,7 inch 304 stainless dump stack 30 inch long,HARDWARE,PIPE,212,36,74,261.84
D7-30XBS,7 inch stainless dump stack 30 inch long,ELBOW,PIPE,13,29,15,326.38
D7-36SBC,7 inch chrome dump stack 36 inch long,ELBOW,PIPE,77,97,72,121.55
D7-36SBS,7 inch stainless dump stack 36 inch long,HARDWARE,PIPE,98,39,130,215.34
D7-36EXC,7 inch chrome dump stack 36 inch long,HARDWARE,PIPE,450,79,71,174.2
D7-36EXS,7 inch stainless dump stack 36 inch long,ELBOW,PIPE,0,5,87,385.51
D7-36XBC,7 inch chrome dump stack 36 inch long,HARDWARE,PIPE,261,2,355,197.23
D7-36XBS,7 inch stainless dump stack 36 inch long,CHROME,PIPE,382,25,289,395.6
D7-42SBS3,7 inch 304 stainless dump stack 42 inch long,CLAMP,PIPE,514,119,174,255.49
D7-42EXC,7 inch chrome dump stack 42 inch long,HARDWARE,PIPE,465,9,53,396.38
D7-42EXSC,Dodge part / bracket,MUFFLER,PIPE,597,101,118,465.07
D7-42EXS3,7 inch 304 stainless dump stack 42 inch long,PIPE,PIPE,438,107,300,237.81
D7-42XBC,7 inch chrome dump stack 42 inch long,CHROME,PIPE,542,105,27,0.0
D7-42XBA,7 inch aluminized dump stack 42 inch long,HARDWARE,PIPE,0,117,336,70.38
D7-42XBSC,Dodge part / bracket,PROPRIETAR,PIPE,333,100,326,358.43
D7-48SBSC,Dodge part / bracket,CLAMP,PIPE,259,65,247,436.07
D7-48SBS,7 inch stainless dump stack 48 inch long,ELBOW,PIPE,80,14,270,366.34
D7-48EXSC,Dodge part / bracket,PIPE,PIPE,438,73,25,133.15
D7-48XBA,7 inch aluminized dump stack 48 inch long,PROPRIETAR,PIPE,271,109,138,399.49
D7-48XBS3,7 inch 304 stainless dump stack 48 inch long,HARDWARE,PIPE,422,17,248,0.0
D7-54SBS3,7 inch 304 stainless dump stack 54 inch long,HARDWARE,PIPE,0,11,166,150.25
D7-54XBS3,7 inch 304 stainless dump stack 54 inch long,CLAMP,PIPE,470,97,390,279.66
D7-60SBA,7 inch aluminized dump stack 60 inch long,CLAMP,PIPE,232,83,2,251.24
D7-60SBSC,Dodge part / bracket,PIPE,PIPE,97,21,235,0.0
D7-60SBS,7 inch stainless dump stack 60 inch long,PIPE,PIPE,106,86,381,455.7
D7-60EXA,7 inch aluminized dump stack 60 inch long,HARDWARE,PIPE,329,89,391,382.74
D7-60EXS,7 inch stainless dump stack 60 inch long,CHROME,OBSOLETE,580,13,43,311.87
D7-60XBC,7 inch chrome dump stack 60 inch long,PIPE,PIPE,520,94,200,375.06
D7-60XBA,7 inch aluminized dump stack 60 inch long,ELBOW,PIPE,426,87,132,43.75
D7-60XBSC,Dodge part / bracket,CLAMP,PIPE,0,108,336,170.52
D7-60XBS,7 inch stainless dump stack 60 inch long,PIPE,PIPE,305,11,208,304.33
D7-72SBS3,7 inch 304 stainless dump stack 72 inch long,CLAMP,PIPE,158,78,22,326.94
D7-72EXSC,Dodge part / bracket,MUFFLER,PIPE,7,119,350,476.86
D7-72EXS3,7 inch 304 stainless dump stack 72 inch long,PIPE,PIPE,108,44,343,192.57
D7-72XBA,7 inch aluminized dump stack 72 inch long,CLAMP,PIPE,229,48,273,15.83
D7-72XBS3,7 inch 304 stainless dump stack 72 inch long,MUFFLER,PIPE,15,85,133,355.58
D7-84SBA,7 inch aluminized dump stack 84 inch long,MUFFLER,PIPE,437,24,315,0.0
D7-84SBSC,Dodge part / bracket,MUFFLER,PIPE,279,95,34,452.33
D7-84SBS,7 inch stainless dump stack 84 inch long,CHROME,OBSOLETE,409,39,120,466.72
D7-84EXC,7 inch chrome dump stack 84 inch long,HARDWARE,PIPE,111,104,168,170.68
D7-84XBA,7 inch aluminized dump stack 84 inch long,PIPE,PIPE,27,110,261,330.82
D7-84XBSC,Dodge part / bracket,HARDWARE,PIPE,0,5,128,260.51
D7-84XBS3,7 inch 304 stainless dump stack 84 inch long,ELBOW,PIPE,455,38,182,0.0
D7-84XBS,7 inch stainless dump stack 84 inch long,CHROME,PIPE,127,85,25,290.65
D7-96SBA,7 inch aluminized dump stack 96 inch long,ELBOW,PIPE,593,67,34,329.29
D7-96SBSC,Dodge part / bracket,CHROME,PIPE,435,84,292,474.46
D7-96EXC,7 inch chrome dump stack 96 inch long,PIPE,PIPE,182,8,304,118.97
D7-96EXS3,7 inch 304 stainless dump stack 96 inch long,CHROME,PIPE,567,43,311,380.51
D7-96XBA,7 inch aluminized dump stack 96 inch long,MUFFLER,PIPE,356,89,21,83.55
D7-96XBSC,Dodge part / bracket,CLAMP,PIPE,199,55,96,270.39
D7-96XBS3,7 inch 304 stainless dump stack 96 inch long,CHROME,PIPE,0,105,370,178.36
D7-96XBS,7 inch stainless dump stack 96 inch long,MUFFLER,PIPE,465,82,312,217.83
D8-12SBC,8 inch chrome dump stack 12 inch long,PIPE,PIPE,197,110,346,0.0
D8-12SBS,8 inch stainless dump stack 12 inch long,CLAMP,PIPE,294,44,333,52.66
D8-12EXA,8 inch aluminized dump stack 12 inch long,BATTERY,BATTERY,261,86,230,409.39
D8-12EXSC,Dodge part / bracket,MUFFLER,PIPE,436,31,25,232.99
D8-12XBA,8 inch aluminized dump stack 12 inch long,PIPE,PIPE,107,118,334,334.43
D8-12XBS3,8 inch 304 stainless dump stack 12 inch long,CLAMP,PIPE,0,53,114,171.92
D8-18EXA,8 inch aluminized dump stack 18 inch long,PIPE,PIPE,0,64,44,26.15
D8-18EXSC,Dodge part / bracket,MUFFLER,PIPE,283,5,390,319.51
D8-18EXS,8 inch stainless dump stack 18 inch long,PIPE,PIPE,0,53,159,79.92
D8-18XBSC,Dodge part / bracket,CLAMP,PIPE,58,45,175,460.93
D8-18XBS3,8 inch 304 stainless dump stack 18 inch long,HARDWARE,PIPE,241,77,372,231.11
D8-24SBC,8 inch chrome dump stack 24 inch long,CHROME,OBSOLETE,0,37,152,466.61
D8-24SBSC,Dodge part / bracket,HARDWARE,PIPE,285,19,219,217.35
D8-24EXS3,8 inch 304 stainless dump stack 24 inch long,MUFFLER,PIPE,0,96,191,190.26
D8-24XBA,8 inch aluminized dump stack 24 inch long,CLAMP,PIPE,209,33,28,286.5
D8-30SBC,8 inch chrome dump stack 30 inch long,PROPRIETAR,PIPE,470,10,16,293.39
D8-30SBS3,8 inch 304 stainless dump stack 30 inch long,MUFFLER,PIPE,395,34,269,88.78
D8-30SBS,8 inch stainless dump stack 30 inch long,CHROME,PIPE,469,67,353,212.47
D8-30EXC,8 inch chrome dump stack 30 inch long,CHROME,OBSOLETE,102,87,69,347.07
D8-30EXS,8 inch stainless dump stack 30 inch long,CLAMP,PIPE,460,23,271,205.75
D8-30XBA,8 inch aluminized dump stack 30 inch long,PIPE,PIPE,0,16,232,191.33
D8-30XBS3,8 inch 304 stainless dump stack 30 inch long,CLAMP,PIPE,0,91,125,185.9
D8-36SBA,8 inch aluminized dump stack 36 inch long,CLAMP,PIPE,448,81,331,367.61
D8-36EXC,8 inch chrome dump stack 36 inch long,BATTERY,BATTERY,149,5,121,390.08
D8-36EXS3,8 inch 304 stainless dump stack 36 inch long,PIPE,PIPE,278,97,63,218.7
D8-36EXS,8 inch stainless dump stack 36 inch long,PIPE,PIPE,20,101,121,386.77
D8-36XBC,8 inch chrome dump stack 36 inch long,HARDWARE,PIPE,253,22,96,421.23
D8-36XBS3,8 inch 304 stainless dump stack 36 inch long,CHROME,PIPE,176,7,383,224.6
D8-42SBC,8 inch chrome dump stack 42 inch long,PROPRIETAR,PIPE,282,113,138,312.41
D8-42SBS3,8 inch 304 stainless dump stack 42 inch long,PIPE,PIPE,598,90,94,414.88
D8-42EXSC,Dodge part / bracket,ELBOW,PIPE,465,68,111,156.89
D8-42XBC,8 inch chrome dump stack 42 inch long,HARDWARE,PIPE,23,18,107,198.8
D8-42XBS3,8 inch 304 stainless dump stack 42 inch long,HARDWARE,PIPE,276,75,308,363.59
D8-42XBS,8 inch stainless dump stack 42 inch long,PIPE,PIPE,477,50,300,0.0
D8-48SBSC,Dodge part / bracket,ELBOW,PIPE,592,37,109,464.87
D8-48EXC,8 inch chrome dump stack 48 inch long,ELBOW,PIPE,439,84,285,292.06
D8-48EXSC,Dodge part / bracket,ELBOW,PIPE,251,11,145,256.58
D8-48XBA,8 inch aluminized dump stack 48 inch long,CHROME,PIPE,215,22,352,301.42
D8-48XBS3,8 inch 304 stainless dump stack 48 inch long,MUFFLER,PIPE,254,7,233,311.63
D8-54SBC,8 inch chrome dump stack 54 inch long,HARDWARE,PIPE,5,15,396,53.54
D8-54SBA,8 inch aluminized dump stack 54 inch long,PIPE,PIPE,137,44,259,409.94
D8-54SBS3,8 inch 304 stainless dump stack 54 inch long,PROPRIETAR,PIPE,0,82,311,41.71
D8-54SBS,8 inch stainless dump stack 54 inch long,ELBOW,PIPE,534,106,158,249.23
D8-54EXA,8 inch aluminized dump stack 54 inch long,CHROME,OBSOLETE,430,34,286,464.65
D8-54EXSC,Dodge part / bracket,MUFFLER,PIPE,291,66,137,373.89
D8-54XBC,8 inch chrome dump stack 54 inch long,PROPRIETAR,PIPE,267,93,227,298.9
D8-54XBS3,8 inch 304 stainless dump stack 54 inch long,HARDWARE,PIPE,294,3,185,336.15
D8-60SBSC,Dodge part / bracket,PIPE,PIPE,71,105,122,455.01
D8-60SBS,8 inch stainless dump stack 60 inch long,PIPE,PIPE,227,61,3,201.44
D8-60EXA,8 inch aluminized dump stack 60 inch long,CHROME,PIPE,335,97,92,250.16
D8-60EXS,8 inch stainless dump stack 60 inch long,CLAMP,PIPE,0,13,339,133.78
D8-60XBA,8 inch aluminized dump stack 60 inch long,PIPE,PIPE,477,33,284,232.41
D8-72SBC,8 inch chrome dump stack 72 inch long,MUFFLER,PIPE,0,90,166,248.29
D8-72SBS3,8 inch 304 stainless dump stack 72 inch long,PIPE,PIPE,210,47,265,75.31
D8-72EXA,8 inch aluminized dump stack 72 inch long,CHROME,PIPE,0,89,350,426.84
D8-72EXSC,Dodge part / bracket,HARDWARE,PIPE,86,93,131,145.32
D8-72EXS3,8 inch 304 stainless dump stack 72 inch long,ELBOW,PIPE,284,63,332,320.49
D8-72XBC,8 inch chrome dump stack 72 inch long,CLAMP,PIPE,334,103,89,185.2
D8-72XBS3,8 inch 304 stainless dump stack 72 inch long,ELBOW,PIPE,461,28,361,433.3
D8-84SBC,8 inch chrome dump stack 84 inch long,CLAMP,PIPE,325,70,279,360.73
D8-84SBSC,Dodge part / bracket,CHROME,PIPE,54,57,208,117.18
D8-84EXC,8 inch chrome dump stack 84 inch long,ELBOW,PIPE,214,105,323,0.0
D8-84EXA,8 inch aluminized dump stack 84 inch long,PIPE,PIPE,0,41,257,111.91
D8-84EXSC,Dodge part / bracket,MUFFLER,PIPE,377,91,205,287.61
D8-84EXS3,8 inch 304 stainless dump stack 84 inch long,MUFFLER,PIPE,495,21,244,69.71
D8-84EXS,8 inch stainless dump stack 84 inch long,PIPE,PIPE,383,51,73,468.43
D8-84XBA,8 inch aluminized dump stack 84 inch long,CLAMP,PIPE,553,98,184,0.0
D8-96SBA,8 inch aluminized dump stack 96 inch long,CHROME,PIPE,32,3,398,19.61
D8-96SBS3,8 inch 304 stainless dump stack 96 inch long,CHROME,OBSOLETE,74,10,275,160.37
D8-96SBS,8 inch stainless dump stack 96 inch long,MUFFLER,PIPE,145,17,98,65.82
D8-96EXA,8 inch aluminized dump stack 96 inch long,CLAMP,PIPE,422,98,95,333.56
D8-96EXSC,Dodge part / bracket,ELBOW,PIPE,13,41,136,30.23
D8-96XBA,8 inch aluminized dump stack 96 inch long,CLAMP,PIPE,567,77,25,298.22
D8-96XBS3,8 inch 304 stainless dump stack 96 inch long,HARDWARE,PIPE,150,100,129,98.87
S3-12SBSC,3.1 inch straight tube (extended form) 2 inch long,CLAMP,PIPE,57,120,284,51.26
S3-12EXC,3 inch chrome straight tube / raw stock 12 inch long,PIPE,PIPE,38,117,377,90.95
S3-12EXS3,3 inch 304 stainless straight tube / raw stock 12 inch long,CLAMP,PIPE,446,101,167,425.93
S3-12XBC,3 inch chrome straight tube / raw stock 12 inch long,CLAMP,PIPE,0,120,194,308.2
S3-12XBS3,3 inch 304 stainless straight tube / raw stock 12 inch long,PIPE,PIPE,187,81,85,0.0
S3-12XBS,3 inch stainless straight tube / raw stock 12 inch long,MUFFLER,PIPE,28,60,318,406.41
S3-18SBC,3 inch chrome straight tube / raw stock 18 inch long,CHROME,PIPE,577,53,317,80.74
S3-18SBS3,3 inch 304 stainless straight tube / raw stock 18 inch long,ELBOW,PIPE,252,6,120,206.76
S3-18SBS,3 inch stainless straight tube / raw stock 18 inch long,PIPE,PIPE,446,59,339,275.25
S3-18EXC,3 inch chrome straight tube / raw stock 18 inch long,CLAMP,PIPE,0,68,6,150.3
S3-18EXA,3 inch aluminized straight tube / raw stock 18 inch long,ELBOW,PIPE,50,5,376,320.63
S3-18EXSC,3.1 inch straight tube (extended form) 8 inch long,CLAMP,PIPE,492,119,5,13.38
S3-18EXS,3 inch stainless straight tube / raw stock 18 inch long,CHROME,PIPE,77,26,264,474.81
S3-18XBA,3 inch aluminized straight tube / raw stock 18 inch long,CLAMP,PIPE,100,49,188,116.14
S3-18XBS,3 inch stainless straight tube / raw stock 18 inch long,HARDWARE,PIPE,58,111,399,253.9
S3-24SBSC,3.2 inch straight tube (extended form) 4 inch long,ELBOW,PIPE,0,71,299,157.87
S3-24SBS,3 inch stainless straight tube / raw stock 24 inch long,HARDWARE,PIPE,160,49,394,64.18
S3-24EXSC,3.2 inch straight tube (extended form) 4 inch long,HARDWARE,PIPE,111,63,26,276.92
S3-24XBC,3 inch chrome straight tube / raw stock 24 inch long,PROPRIETAR,OBSOLETE,234,35,287,75.63
S3-24XBA,3 inch aluminized straight tube / raw stock 24 inch long,MUFFLER,PIPE,0,10,89,266.99
S3-30SBC,3 inch chrome straight tube / raw stock 30 inch long,CLAMP,PIPE,87,29,114,64.74
S3-30EXC,3 inch chrome straight tube / raw stock 30 inch long,CHROME,PIPE,191,111,88,0.0
S3-30EXA,3 inch aluminized straight tube / raw stock 30 inch long,PIPE,PIPE,208,28,147,321.38
S3-30EXS3,3 inch 304 stainless straight tube / raw stock 30 inch long,CHROME,PIPE,86,32,6,171.74
S3-30XBS3,3 inch 304 stainless straight tube / raw stock 30 inch long,ELBOW,PIPE,434,110,173,350.28
S3-36SBC,3 inch chrome straight tube / raw stock 36 inch long,ELBOW,PIPE,40,48,315,75.17
S3-36SBA,3 inch aluminized straight tube / raw stock 36 inch long,PIPE,PIPE,178,58,384,333.16
S3-36SBS,3 inch stainless straight tube / raw stock 36 inch long,MUFFLER,PIPE,311,19,369,409.69
S3-36XBS3,3 inch 304 stainless straight tube / raw stock 36 inch long,CHROME,PIPE,0,104,37,256.23
S3-42EXS,3 inch stainless straight tube / raw stock 42 inch long,CLAMP,PIPE,414,5,282,30.17
S3-42XBSC,3.4 inch straight tube (extended form) 2 inch long,ELBOW,PIPE,168,85,7,68.39
S3-48SBS,3 inch stainless straight tube / raw stock 48 inch long,MUFFLER,PIPE,378,72,25,245.6
S3-48EXC,3 inch chrome straight tube / raw stock 48 inch long,MUFFLER,PIPE,0,20,302,261.2
S3-48EXA,3 inch aluminized straight tube / raw stock 48 inch long,ELBOW,PIPE,0,99,20,299.11
S3-48EXSC,3.4 inch straight tube (extended form) 8 inch long,HARDWARE,PIPE,201,64,235,130.7
S3-48EXS3,3 inch 304 stainless straight tube / raw stock 48 inch long,HARDWARE,PIPE,442,74,394,268.65
S3-48EXS,3 inch stainless straight tube / raw stock 48 inch long,HARDWARE,PIPE,496,82,340,68.25
S3-48XBSC,3.4 inch straight tube (extended form) 8 inch long,MUFFLER,PIPE,474,93,326,171.42
S3-48XBS3,3 inch 304 stainless straight tube / raw stock 48 inch long,HARDWARE,PIPE,123,104,159,205.23
S3-54SBA,3 inch aluminized straight tube / raw stock 54 inch long,CHROME,OBSOLETE,0,99,134,108.71
S3-54SBS3,3 inch 304 stainless straight tube / raw stock 54 inch long,ELBOW,PIPE,234,96,119,402.83
S3-54SBS,3 inch stainless straight tube / raw stock 54 inch long,PIPE,PIPE,130,67,320,247.45
S3-54EXSC,3.5 inch straight tube (extended form) 4 inch long,MUFFLER,PIPE,145,116,212,169.07
S3-54XBC,3 inch chrome straight tube / raw stock 54 inch long,CHROME,PIPE,0,18,112,347.22
S3-54XBA,3 inch aluminized straight tube / raw stock 54 inch long,MUFFLER,PIPE,282,41,251,363.46
